numer_sta,date,rs_type,rs_comp,sasa,equip,ht_sta_mer,ht_baro_mer,ht_sond_mer,ht_sta_qual,vertical_sig,nbas,bbas,cl,cm,ch,tmer,nb_niv,nb_cis,
07145,20221226231546,177,4,8,7,168.000000,168.000000,168.000000,999999.000000,999999,999999,999999,999999,999999,999999,999999.000000,3479,3,
p_niv,altitude,t,td,dd,ff,dur_dep,dep_lat,dep_lon,
20075,11567.500000,210.860000,201.290000,277,34.800000,1900.000000,-0.024060,0.884220,
20042,11577.600000,210.900000,201.260000,277,34.700000,1898.000000,-0.023900,0.883330,
20012,11586.900000,210.930000,201.230000,276,34.600000,1896.000000,-0.023770,0.882300,
19980,11596.600000,211.170000,201.350000,276,34.600000,1894.000000,-0.023730,0.881230,
19947,11606.800000,211.350000,201.420000,276,34.600000,1892.000000,-0.023750,0.880250,
19917,11616.200000,211.310000,201.290000,276,34.500000,1890.000000,-0.023780,0.879400,
19887,11625.500000,211.400000,201.330000,275,34.500000,1888.000000,-0.023730,0.878630,
19856,11635.000000,211.370000,201.240000,275,34.400000,1886.000000,-0.023600,0.877800,
19826,11644.500000,211.510000,201.280000,275,34.300000,1884.000000,-0.023460,0.876840,
19796,11653.800000,211.510000,201.250000,275,34.300000,1882.000000,-0.023390,0.875790,
19766,11663.200000,211.460000,201.150000,275,34.300000,1880.000000,-0.023400,0.874750,
19737,11672.500000,211.400000,201.020000,275,34.300000,1878.000000,-0.023450,0.873840,
19707,11681.700000,211.300000,200.810000,275,34.300000,1876.000000,-0.023450,0.873030,
19677,11691.100000,211.220000,200.700000,275,34.200000,1874.000000,-0.023360,0.872240,
19646,11700.900000,211.260000,200.620000,275,34.100000,1872.000000,-0.023220,0.871350,
19616,11710.300000,211.170000,200.430000,275,34.000000,1870.000000,-0.023110,0.870330,
19587,11719.500000,211.190000,200.360000,275,33.900000,1868.000000,-0.023080,0.869260,
19556,11729.200000,211.110000,200.180000,275,33.800000,1866.000000,-0.023110,0.868260,
19527,11738.400000,211.190000,200.140000,275,33.800000,1864.000000,-0.023130,0.867370,
19501,11746.800000,211.240000,200.090000,275,33.800000,1862.000000,-0.023070,0.866580,
19470,11756.500000,211.260000,199.980000,275,33.600000,1860.000000,-0.022930,0.865770,
19440,11766.200000,211.330000,199.970000,274,33.400000,1858.000000,-0.022770,0.864850,
19412,11774.900000,211.490000,200.000000,274,33.300000,1856.000000,-0.022660,0.863830,
19384,11783.900000,211.640000,200.070000,274,33.200000,1854.000000,-0.022640,0.862810,
19354,11793.500000,211.990000,200.330000,274,33.100000,1852.000000,-0.022680,0.861880,
19324,11803.100000,212.170000,200.490000,274,33.000000,1850.000000,-0.022700,0.861090,
19295,11812.500000,212.310000,200.580000,274,32.900000,1848.000000,-0.022640,0.860360,
19265,11822.200000,212.390000,200.600000,273,32.700000,1846.000000,-0.022510,0.859560,
19235,11831.700000,212.370000,200.480000,273,32.500000,1844.000000,-0.022380,0.858630,
19206,11841.300000,212.420000,200.460000,273,32.300000,1842.000000,-0.022330,0.857620,
19175,11851.100000,212.500000,200.470000,273,32.100000,1840.000000,-0.022380,0.856650,
19144,11861.300000,212.620000,200.530000,272,32.000000,1838.000000,-0.022460,0.855820,
19112,11871.600000,212.620000,200.490000,272,31.900000,1836.000000,-0.022500,0.855100,
19084,11881.000000,212.700000,200.500000,271,31.800000,1834.000000,-0.022440,0.854370,
19052,11891.200000,212.750000,200.470000,271,31.700000,1832.000000,-0.022330,0.853520,
19021,11901.600000,213.060000,200.690000,271,31.600000,1830.000000,-0.022260,0.852540,
19005,11906.600000,213.160000,200.740000,271,31.500000,1828.000000,-0.022270,0.852040,
18975,11916.500000,213.190000,200.670000,270,31.500000,1826.000000,-0.022340,0.851090,
18929,11931.800000,213.160000,200.530000,270,31.500000,1824.000000,-0.022470,0.849920,
18897,11942.200000,213.210000,200.510000,270,31.500000,1822.000000,-0.022470,0.849240,
18866,11952.400000,213.160000,200.370000,269,31.600000,1820.000000,-0.022380,0.848480,
18835,11962.900000,213.140000,200.310000,269,31.600000,1818.000000,-0.022300,0.847570,
18804,11973.000000,213.120000,200.230000,269,31.700000,1816.000000,-0.022300,0.846590,
18774,11983.000000,213.080000,200.150000,269,31.800000,1814.000000,-0.022400,0.845650,
18742,11993.700000,213.050000,200.010000,269,31.900000,1812.000000,-0.022530,0.844850,
18710,12004.300000,212.970000,199.830000,269,32.000000,1810.000000,-0.022590,0.844150,
18680,12014.200000,212.880000,199.670000,269,32.100000,1808.000000,-0.022550,0.843420,
18650,12024.500000,212.830000,199.550000,269,32.300000,1806.000000,-0.022460,0.842550,
18617,12035.200000,212.790000,199.470000,269,32.400000,1804.000000,-0.022420,0.841560,
18587,12045.500000,212.790000,199.350000,269,32.600000,1802.000000,-0.022460,0.840540,
18557,12055.600000,212.790000,199.250000,269,32.800000,1800.000000,-0.022580,0.839630,
18524,12066.600000,212.730000,199.080000,269,32.900000,1798.000000,-0.022660,0.838860,
18493,12077.100000,212.640000,198.930000,269,33.100000,1796.000000,-0.022660,0.838120,
18463,12087.100000,212.570000,198.780000,269,33.300000,1794.000000,-0.022580,0.837280,
18432,12097.600000,212.460000,198.590000,269,33.500000,1792.000000,-0.022500,0.836300,
18400,12108.500000,212.420000,198.480000,269,33.700000,1790.000000,-0.022490,0.835230,
18369,12118.900000,212.350000,198.240000,269,33.800000,1788.000000,-0.022560,0.834200,
18340,12128.700000,212.280000,198.090000,269,34.000000,1786.000000,-0.022670,0.833310,
18309,12139.200000,212.150000,197.830000,269,34.100000,1784.000000,-0.022720,0.832530,
18278,12149.800000,212.060000,197.710000,269,34.300000,1782.000000,-0.022690,0.831740,
18247,12160.100000,212.000000,197.520000,269,34.500000,1780.000000,-0.022610,0.830830,
18217,12170.600000,211.910000,197.280000,269,34.700000,1778.000000,-0.022560,0.829770,
18184,12181.500000,211.880000,197.110000,269,34.800000,1776.000000,-0.022610,0.828680,
18154,12192.000000,211.770000,196.920000,269,35.000000,1774.000000,-0.022720,0.827690,
18123,12202.400000,211.730000,196.690000,269,35.100000,1772.000000,-0.022800,0.826840,
18093,12212.900000,211.770000,196.600000,269,35.300000,1770.000000,-0.022800,0.826040,
18062,12223.400000,211.750000,196.390000,270,35.500000,1768.000000,-0.022710,0.825160,
18030,12234.500000,211.750000,196.210000,270,35.700000,1766.000000,-0.022620,0.824150,
17999,12245.200000,211.620000,195.950000,270,35.900000,1764.000000,-0.022610,0.823040,
17968,12255.700000,211.570000,195.690000,270,36.000000,1762.000000,-0.022690,0.821990,
17936,12266.600000,211.460000,195.490000,270,36.100000,1760.000000,-0.022800,0.821070,
17905,12277.600000,211.350000,195.210000,271,36.300000,1758.000000,-0.022840,0.820240,
17874,12288.100000,211.310000,194.990000,271,36.500000,1756.000000,-0.022790,0.819380,
17843,12299.000000,211.240000,194.660000,271,36.800000,1754.000000,-0.022690,0.818390,
17809,12310.700000,211.440000,194.670000,272,37.100000,1752.000000,-0.022630,0.817280,
17776,12322.100000,211.400000,194.430000,272,37.300000,1750.000000,-0.022660,0.816130,
17745,12333.000000,211.350000,194.020000,272,37.400000,1748.000000,-0.022740,0.815070,
17712,12344.400000,211.440000,193.860000,273,37.600000,1746.000000,-0.022800,0.814160,
17680,12355.700000,211.460000,193.650000,273,37.900000,1744.000000,-0.022750,0.813280,
17648,12366.800000,211.550000,193.550000,273,38.100000,1742.000000,-0.022620,0.812320,
17615,12378.600000,211.460000,193.220000,274,38.400000,1740.000000,-0.022480,0.811220,
17581,12390.500000,211.510000,193.020000,274,38.500000,1738.000000,-0.022400,0.810030,
17549,12401.700000,211.620000,192.940000,275,38.500000,1736.000000,-0.022410,0.808890,
17517,12413.100000,211.620000,192.750000,275,38.400000,1734.000000,-0.022450,0.807870,
17484,12424.900000,211.570000,192.460000,276,38.400000,1732.000000,-0.022430,0.806960,
17451,12436.400000,211.480000,192.200000,276,38.500000,1730.000000,-0.022310,0.806040,
17420,12447.500000,211.390000,191.920000,277,38.600000,1728.000000,-0.022140,0.804980,
17386,12459.500000,211.300000,191.560000,277,38.600000,1726.000000,-0.022000,0.803800,
17386,12459.500000,211.300000,191.560000,277,38.600000,1724.000000,-0.022000,0.803800,
17335,12477.500000,211.260000,191.320000,277,38.300000,1722.000000,-0.021920,0.802010,
17290,12494.000000,211.400000,191.240000,277,38.000000,1720.000000,-0.021900,0.800550,
17255,12506.300000,211.490000,191.220000,278,37.900000,1718.000000,-0.021800,0.799700,
17222,12518.200000,211.680000,191.220000,278,37.800000,1716.000000,-0.021620,0.798800,
17191,12529.300000,211.840000,191.230000,278,37.600000,1714.000000,-0.021420,0.797740,
17158,12541.300000,212.020000,191.350000,278,37.400000,1712.000000,-0.021300,0.796570,
17124,12553.600000,212.500000,191.650000,278,37.000000,1710.000000,-0.021260,0.795450,
17093,12564.700000,213.170000,192.300000,279,36.700000,1708.000000,-0.021260,0.794480,
17062,12576.100000,213.420000,192.420000,279,36.400000,1706.000000,-0.021210,0.793660,
17028,12588.600000,213.570000,192.540000,279,36.100000,1704.000000,-0.021060,0.792840,
16996,12600.400000,213.550000,192.400000,279,35.900000,1702.000000,-0.020860,0.791910,
16965,12611.800000,213.640000,192.540000,279,35.600000,1700.000000,-0.020700,0.790820,
16933,12623.800000,213.600000,192.410000,279,35.300000,1698.000000,-0.020630,0.789710,
16901,12635.500000,213.550000,192.250000,279,34.900000,1696.000000,-0.020620,0.788710,
16871,12646.400000,213.550000,192.260000,279,34.600000,1694.000000,-0.020600,0.787860,
16840,12657.900000,213.570000,192.140000,279,34.300000,1692.000000,-0.020480,0.787100,
16807,12670.100000,213.580000,192.200000,279,34.300000,1690.000000,-0.020280,0.786280,
16776,12681.800000,213.860000,192.440000,279,34.100000,1688.000000,-0.020090,0.785310,
16746,12693.200000,214.060000,192.460000,279,34.000000,1686.000000,-0.019990,0.784260,
16714,12705.100000,214.320000,192.640000,279,33.700000,1684.000000,-0.019970,0.783280,
16682,12716.900000,214.460000,192.580000,280,33.500000,1682.000000,-0.019980,0.782440,
16652,12728.500000,214.560000,192.440000,280,33.300000,1680.000000,-0.019910,0.781730,
16620,12740.400000,214.430000,192.190000,280,33.300000,1678.000000,-0.019750,0.781010,
16589,12752.200000,214.320000,192.090000,280,33.300000,1676.000000,-0.019540,0.780140,
16559,12763.500000,214.240000,191.930000,280,33.200000,1674.000000,-0.019390,0.779130,
16528,12775.200000,214.110000,191.550000,280,33.000000,1672.000000,-0.019350,0.778110,
16496,12787.600000,214.020000,191.450000,279,32.800000,1670.000000,-0.019360,0.777200,
16465,12799.000000,213.910000,191.400000,280,32.700000,1668.000000,-0.019330,0.776430,
16436,12810.300000,213.800000,191.270000,280,32.700000,1666.000000,-0.019180,0.775700,
16404,12822.300000,213.750000,191.120000,280,32.800000,1664.000000,-0.018960,0.774860,
16372,12834.700000,213.690000,191.090000,280,32.900000,1662.000000,-0.018770,0.773880,
16341,12846.500000,213.820000,191.290000,280,32.800000,1660.000000,-0.018680,0.772850,
16306,12860.100000,213.890000,191.230000,279,32.600000,1658.000000,-0.018670,0.771890,
16271,12873.500000,213.890000,191.240000,279,32.300000,1656.000000,-0.018680,0.771060,
16239,12885.900000,213.910000,191.120000,279,32.000000,1654.000000,-0.018610,0.770340,
16206,12898.300000,213.910000,191.160000,279,31.800000,1652.000000,-0.018440,0.769580,
16172,12911.600000,213.840000,191.030000,278,31.600000,1650.000000,-0.018230,0.768700,
16136,12925.400000,213.710000,190.820000,277,31.300000,1648.000000,-0.018060,0.767710,
16105,12937.700000,213.670000,190.920000,277,31.000000,1646.000000,-0.018020,0.766730,
16071,12950.700000,213.800000,191.100000,276,30.600000,1644.000000,-0.018060,0.765870,
16036,12964.300000,214.080000,191.290000,276,30.300000,1642.000000,-0.018090,0.765170,
16004,12976.900000,214.260000,191.390000,276,30.100000,1640.000000,-0.018030,0.764540,
15974,12988.800000,214.430000,191.470000,276,30.000000,1638.000000,-0.017890,0.763840,
15943,13001.100000,214.570000,191.480000,275,29.900000,1636.000000,-0.017770,0.762990,
15912,13013.100000,214.610000,191.470000,274,29.600000,1634.000000,-0.017740,0.762060,
15881,13025.300000,214.590000,191.510000,274,29.300000,1632.000000,-0.017800,0.761180,
15848,13038.400000,214.480000,191.250000,274,29.100000,1630.000000,-0.017900,0.760420,
15819,13049.800000,214.390000,190.890000,274,29.000000,1628.000000,-0.017910,0.759800,
15790,13061.400000,214.280000,190.890000,274,29.000000,1626.000000,-0.017820,0.759160,
15757,13074.600000,214.170000,190.610000,274,29.100000,1624.000000,-0.017670,0.758390,
15724,13087.500000,214.150000,190.580000,274,29.100000,1622.000000,-0.017580,0.757490,
15696,13099.000000,214.040000,190.400000,275,29.100000,1620.000000,-0.017600,0.756560,
15666,13110.900000,213.950000,190.420000,275,29.000000,1618.000000,-0.017680,0.755740,
15636,13122.900000,213.820000,190.050000,276,29.000000,1616.000000,-0.017750,0.755060,
15608,13134.200000,213.730000,189.840000,277,29.100000,1614.000000,-0.017710,0.754440,
15583,13144.200000,213.600000,189.630000,277,29.300000,1612.000000,-0.017570,0.753740,
15550,13157.200000,213.470000,189.490000,278,29.400000,1610.000000,-0.017420,0.752870,
15519,13169.800000,213.420000,189.330000,278,29.500000,1608.000000,-0.017320,0.751930,
15490,13181.500000,213.490000,189.260000,279,29.500000,1606.000000,-0.017330,0.751040,
15462,13192.800000,213.530000,189.260000,279,29.500000,1604.000000,-0.017350,0.750320,
15434,13204.100000,213.580000,189.280000,280,29.600000,1602.000000,-0.017270,0.749710,
15406,13215.500000,213.640000,189.270000,281,29.700000,1600.000000,-0.017090,0.749060,
15378,13226.900000,213.600000,189.260000,282,29.900000,1598.000000,-0.016870,0.748260,
15349,13238.700000,213.580000,189.330000,282,30.000000,1596.000000,-0.016700,0.747320,
15322,13249.800000,213.510000,189.220000,282,29.900000,1594.000000,-0.016630,0.746380,
15295,13260.800000,213.470000,189.250000,283,29.800000,1592.000000,-0.016610,0.745550,
15266,13272.400000,213.400000,189.080000,284,29.700000,1590.000000,-0.016540,0.744890,
15239,13283.800000,213.360000,188.980000,284,29.700000,1588.000000,-0.016370,0.744270,
15209,13296.100000,213.310000,189.000000,284,29.700000,1586.000000,-0.016130,0.743540,
15179,13308.200000,213.210000,189.000000,285,29.600000,1584.000000,-0.015900,0.742630,
15150,13320.300000,213.190000,189.020000,285,29.500000,1582.000000,-0.015750,0.741680,
15122,13331.800000,213.140000,188.800000,285,29.300000,1580.000000,-0.015690,0.740820,
15093,13343.600000,213.120000,188.910000,285,29.100000,1578.000000,-0.015650,0.740130,
15063,13356.000000,213.210000,188.900000,285,28.900000,1576.000000,-0.015530,0.739550,
15033,13368.400000,213.530000,189.240000,285,28.800000,1574.000000,-0.015300,0.738930,
15004,13380.400000,214.040000,189.800000,285,28.700000,1572.000000,-0.015050,0.738150,
14982,13389.800000,214.170000,189.910000,285,28.500000,1570.000000,-0.014870,0.737270,
14961,13398.700000,214.150000,190.000000,284,28.100000,1568.000000,-0.014800,0.736410,
14933,13410.400000,214.130000,189.970000,284,27.700000,1566.000000,-0.014780,0.735690,
14905,13422.300000,214.040000,189.820000,284,27.400000,1564.000000,-0.014710,0.735110,
14876,13434.500000,214.000000,189.710000,284,27.200000,1562.000000,-0.014520,0.734560,
14846,13446.900000,213.950000,189.630000,284,27.100000,1560.000000,-0.014290,0.733890,
14818,13459.000000,213.880000,189.540000,283,26.900000,1558.000000,-0.014110,0.733060,
14791,13470.300000,213.780000,189.410000,283,26.700000,1556.000000,-0.014030,0.732200,
14763,13482.300000,213.730000,189.240000,282,26.400000,1554.000000,-0.014020,0.731440,
14733,13494.800000,213.800000,189.260000,282,26.100000,1552.000000,-0.014010,0.730840,
14704,13507.300000,213.840000,189.220000,282,25.900000,1550.000000,-0.013900,0.730330,
14675,13519.700000,213.880000,189.010000,281,25.800000,1548.000000,-0.013710,0.729740,
14646,13531.900000,213.840000,189.000000,281,25.700000,1546.000000,-0.013530,0.729000,
14624,13541.400000,213.820000,188.870000,280,25.500000,1544.000000,-0.013430,0.728180,
14597,13552.700000,213.750000,188.890000,279,25.200000,1542.000000,-0.013430,0.727380,
14569,13565.000000,213.620000,188.630000,279,24.900000,1540.000000,-0.013470,0.726710,
14542,13576.500000,213.510000,188.620000,279,24.800000,1538.000000,-0.013460,0.726190,
14513,13588.800000,213.400000,188.460000,279,24.700000,1536.000000,-0.013340,0.725690,
14483,13601.700000,213.290000,188.360000,278,24.700000,1534.000000,-0.013170,0.725070,
14455,13613.800000,213.190000,188.010000,277,24.700000,1532.000000,-0.013040,0.724290,
14427,13626.100000,213.100000,187.980000,277,24.600000,1530.000000,-0.013030,0.723480,
14396,13639.400000,212.970000,187.870000,276,24.300000,1528.000000,-0.013100,0.722780,
14366,13652.600000,212.840000,187.740000,275,24.100000,1526.000000,-0.013140,0.722230,
14334,13666.500000,212.770000,187.460000,274,24.000000,1524.000000,-0.013060,0.721740,
14305,13679.100000,212.660000,187.570000,274,24.000000,1522.000000,-0.012910,0.721180,
14275,13691.900000,212.550000,187.220000,273,24.000000,1520.000000,-0.012760,0.720460,
14247,13704.200000,212.480000,187.120000,272,24.000000,1518.000000,-0.012720,0.719640,
14217,13717.100000,212.420000,187.080000,271,23.900000,1516.000000,-0.012780,0.718870,
14184,13731.700000,212.510000,187.130000,270,23.700000,1514.000000,-0.012890,0.718260,
14154,13744.900000,213.100000,187.530000,270,23.600000,1512.000000,-0.012950,0.717790,
14130,13755.600000,213.100000,187.530000,269,23.700000,1510.000000,-0.012910,0.717300,
14105,13766.800000,213.010000,187.270000,268,23.900000,1508.000000,-0.012840,0.716660,
14076,13779.500000,212.940000,187.130000,267,24.000000,1506.000000,-0.012800,0.715870,
14045,13793.300000,212.840000,187.090000,266,24.000000,1504.000000,-0.012890,0.715060,
14015,13806.500000,212.750000,186.840000,265,23.900000,1502.000000,-0.013030,0.714400,
13990,13817.700000,212.640000,186.500000,265,23.800000,1500.000000,-0.013150,0.713900,
13965,13828.700000,212.530000,186.320000,265,23.800000,1498.000000,-0.013160,0.713450,
13936,13841.700000,212.440000,186.150000,265,24.100000,1496.000000,-0.013100,0.712880,
13907,13854.700000,212.330000,185.730000,265,24.400000,1494.000000,-0.013050,0.712120,
13875,13868.700000,212.220000,185.630000,264,24.600000,1492.000000,-0.013110,0.711290,
13845,13882.300000,212.150000,185.500000,264,24.800000,1490.000000,-0.013260,0.710520,
13816,13895.500000,212.080000,185.230000,264,25.000000,1488.000000,-0.013400,0.709940,
13785,13909.500000,212.100000,185.110000,264,25.200000,1486.000000,-0.013460,0.709450,
13754,13923.400000,212.000000,184.990000,264,25.500000,1484.000000,-0.013420,0.708900,
13726,13936.200000,211.930000,184.500000,264,25.900000,1482.000000,-0.013370,0.708170,
13697,13949.200000,211.860000,184.540000,264,26.200000,1480.000000,-0.013390,0.707300,
13666,13963.200000,211.790000,184.390000,264,26.400000,1478.000000,-0.013520,0.706440,
13636,13976.900000,211.730000,184.210000,265,26.600000,1476.000000,-0.013680,0.705740,
13608,13989.400000,211.680000,183.970000,265,26.800000,1474.000000,-0.013770,0.705190,
13581,14001.700000,211.550000,183.940000,266,27.100000,1472.000000,-0.013760,0.704630,
13551,14015.300000,211.460000,183.400000,266,27.500000,1470.000000,-0.013690,0.703940,
13525,14027.400000,211.400000,183.400000,266,27.800000,1468.000000,-0.013680,0.703070,
13497,14040.000000,211.330000,183.250000,267,28.100000,1466.000000,-0.013760,0.702130,
13468,14053.500000,211.330000,183.020000,267,28.200000,1464.000000,-0.013910,0.701290,
13455,14059.700000,211.330000,182.990000,267,28.200000,1462.000000,-0.013970,0.700930,
13417,14077.100000,211.390000,182.850000,269,28.500000,1460.000000,-0.014000,0.700000,
13386,14091.400000,211.390000,182.780000,269,28.900000,1458.000000,-0.013910,0.699310,
13356,14105.200000,211.550000,182.740000,270,29.200000,1456.000000,-0.013820,0.698460,
13329,14117.500000,211.820000,182.860000,270,29.400000,1454.000000,-0.013830,0.697510,
13316,14123.700000,211.860000,182.790000,270,29.400000,1452.000000,-0.013870,0.697050,
13272,14144.400000,211.890000,182.820000,271,29.300000,1450.000000,-0.014030,0.695870,
13245,14157.100000,211.890000,182.820000,272,29.300000,1448.000000,-0.014030,0.695230,
13220,14168.800000,212.000000,182.900000,273,29.500000,1446.000000,-0.013900,0.694540,
13193,14181.200000,211.990000,182.880000,273,29.600000,1444.000000,-0.013730,0.693700,
13168,14193.300000,211.970000,182.870000,273,29.700000,1442.000000,-0.013650,0.692740,
13142,14205.300000,212.020000,182.910000,273,29.600000,1440.000000,-0.013690,0.691800,
13113,14219.000000,212.110000,182.970000,273,29.500000,1438.000000,-0.013780,0.690990,
13085,14232.400000,212.060000,182.930000,273,29.300000,1436.000000,-0.013810,0.690310,
13060,14244.200000,212.080000,182.950000,274,29.200000,1434.000000,-0.013730,0.689670,
13032,14257.500000,212.060000,182.930000,274,29.200000,1432.000000,-0.013560,0.688940,
13004,14270.900000,212.020000,182.910000,273,29.000000,1430.000000,-0.013430,0.688060,
12980,14282.400000,212.020000,182.910000,273,28.800000,1428.000000,-0.013410,0.687110,
12951,14296.400000,212.170000,183.010000,273,28.400000,1426.000000,-0.013490,0.686240,
12923,14309.700000,212.310000,183.110000,272,28.000000,1424.000000,-0.013580,0.685520,
12898,14321.700000,212.420000,183.190000,273,27.700000,1422.000000,-0.013570,0.684910,
12872,14334.000000,212.370000,183.150000,273,27.500000,1420.000000,-0.013440,0.684260,
12843,14348.100000,212.280000,183.090000,272,27.400000,1418.000000,-0.013310,0.683480,
12819,14359.900000,212.220000,183.050000,272,27.200000,1416.000000,-0.013250,0.682630,
12792,14372.800000,212.260000,183.070000,271,26.900000,1414.000000,-0.013320,0.681780,
12762,14387.700000,212.330000,183.120000,271,26.500000,1412.000000,-0.013450,0.681070,
12735,14400.600000,212.940000,183.540000,271,26.200000,1410.000000,-0.013520,0.680490,
12709,14413.300000,213.800000,184.150000,271,26.000000,1408.000000,-0.013460,0.679970,
12679,14428.300000,213.770000,184.120000,270,25.800000,1406.000000,-0.013340,0.679360,
12649,14442.900000,213.730000,184.100000,270,25.800000,1404.000000,-0.013240,0.678600,
12622,14456.400000,213.750000,184.110000,270,25.700000,1402.000000,-0.013240,0.677750,
12596,14469.400000,213.710000,184.080000,270,25.600000,1400.000000,-0.013340,0.676980,
12568,14483.200000,213.780000,184.130000,270,25.500000,1398.000000,-0.013460,0.676350,
12543,14495.900000,213.840000,184.170000,270,25.600000,1396.000000,-0.013500,0.675840,
12518,14508.200000,213.930000,184.240000,270,25.800000,1394.000000,-0.013430,0.675300,
12489,14522.600000,213.990000,184.270000,270,26.000000,1392.000000,-0.013310,0.674600,
12464,14535.500000,213.990000,184.270000,270,26.200000,1390.000000,-0.013270,0.673740,
12436,14549.200000,213.930000,184.240000,271,26.200000,1388.000000,-0.013340,0.672880,
12408,14563.300000,213.860000,184.190000,271,26.200000,1386.000000,-0.013480,0.672140,
12382,14576.600000,213.800000,184.150000,272,26.400000,1384.000000,-0.013550,0.671550,
12357,14589.300000,213.750000,184.110000,272,26.600000,1382.000000,-0.013500,0.670990,
12330,14603.200000,213.690000,184.070000,273,26.900000,1380.000000,-0.013360,0.670300,
12301,14617.500000,213.800000,184.150000,273,27.100000,1378.000000,-0.013260,0.669450,
12277,14629.800000,213.840000,184.170000,274,27.200000,1376.000000,-0.013260,0.668540,
12253,14642.300000,213.820000,184.160000,274,27.100000,1374.000000,-0.013360,0.667750,
12228,14655.000000,213.800000,184.150000,275,27.000000,1372.000000,-0.013410,0.667150,
12202,14668.100000,213.770000,184.120000,275,27.000000,1370.000000,-0.013360,0.666600,
12177,14681.000000,213.880000,184.200000,276,27.100000,1368.000000,-0.013190,0.665950,
12150,14694.800000,213.860000,184.190000,276,27.200000,1366.000000,-0.013000,0.665130,
12123,14708.900000,213.880000,184.200000,276,27.100000,1364.000000,-0.012910,0.664200,
12097,14722.500000,213.950000,184.250000,276,26.900000,1362.000000,-0.012930,0.663350,
12069,14736.900000,214.330000,184.520000,276,26.800000,1360.000000,-0.012980,0.662690,
12042,14750.800000,214.330000,184.520000,276,26.700000,1358.000000,-0.012940,0.662160,
12016,14764.500000,214.240000,184.450000,276,26.600000,1356.000000,-0.012780,0.661570,
11989,14778.500000,214.190000,184.410000,275,26.500000,1354.000000,-0.012620,0.660820,
11964,14791.900000,214.170000,184.400000,275,26.400000,1352.000000,-0.012540,0.659940,
11936,14806.300000,214.080000,184.340000,274,26.200000,1350.000000,-0.012600,0.659100,
11910,14820.300000,213.990000,184.270000,274,26.000000,1348.000000,-0.012700,0.658450,
11885,14833.100000,213.910000,184.220000,274,25.800000,1346.000000,-0.012760,0.657930,
11860,14846.300000,213.880000,184.200000,274,25.700000,1344.000000,-0.012670,0.657410,
11835,14859.800000,213.890000,184.210000,273,25.700000,1342.000000,-0.012530,0.656730,
11809,14873.200000,213.860000,184.190000,273,25.600000,1340.000000,-0.012450,0.655880,
11783,14887.000000,213.820000,184.160000,273,25.400000,1338.000000,-0.012470,0.655010,
11759,14899.800000,213.750000,184.110000,273,25.200000,1336.000000,-0.012570,0.654280,
11735,14912.900000,213.660000,184.050000,273,24.900000,1334.000000,-0.012630,0.653740,
11708,14926.800000,213.620000,184.020000,273,24.800000,1332.000000,-0.012580,0.653260,
11683,14940.600000,213.550000,183.970000,273,24.700000,1330.000000,-0.012430,0.652650,
11657,14954.300000,213.510000,183.940000,273,24.600000,1328.000000,-0.012310,0.651860,
11631,14968.500000,213.530000,183.960000,272,24.400000,1326.000000,-0.012280,0.651010,
11608,14980.700000,213.580000,183.990000,272,24.100000,1324.000000,-0.012360,0.650260,
11585,14993.300000,213.600000,184.010000,272,23.900000,1322.000000,-0.012440,0.649710,
11558,15007.600000,213.690000,184.070000,271,23.700000,1320.000000,-0.012430,0.649280,
11532,15021.800000,213.780000,184.130000,271,23.700000,1318.000000,-0.012310,0.648770,
11506,15035.900000,213.950000,184.250000,270,23.700000,1316.000000,-0.012180,0.648080,
11480,15049.900000,214.000000,184.290000,269,23.700000,1314.000000,-0.012160,0.647280,
11457,15062.500000,213.970000,184.260000,267,23.600000,1312.000000,-0.012250,0.646540,
11433,15075.600000,214.020000,184.300000,266,23.400000,1310.000000,-0.012400,0.645970,
11406,15090.400000,214.000000,184.290000,265,23.400000,1308.000000,-0.012460,0.645540,
11382,15104.000000,214.060000,184.330000,265,23.500000,1306.000000,-0.012410,0.645060,
11361,15115.300000,214.170000,184.400000,264,23.700000,1304.000000,-0.012330,0.644380,
11336,15129.100000,214.240000,184.450000,263,24.000000,1302.000000,-0.012360,0.643570,
11310,15143.700000,214.170000,184.400000,261,24.100000,1300.000000,-0.012500,0.642760,
11283,15158.500000,214.100000,184.350000,261,24.300000,1298.000000,-0.012710,0.642120,
11257,15173.200000,214.060000,184.330000,260,24.400000,1296.000000,-0.012870,0.641630,
11230,15188.000000,213.950000,184.250000,260,24.700000,1294.000000,-0.012910,0.641160,
11203,15202.900000,213.860000,184.190000,260,25.000000,1292.000000,-0.012860,0.640550,
11180,15216.100000,213.770000,184.120000,259,25.400000,1290.000000,-0.012870,0.639760,
11159,15227.700000,213.660000,184.050000,259,25.600000,1288.000000,-0.013010,0.638910,
11130,15244.200000,213.550000,183.970000,259,25.700000,1286.000000,-0.013240,0.638170,
11103,15259.100000,213.470000,183.920000,259,25.900000,1284.000000,-0.013430,0.637610,
11083,15270.500000,213.400000,183.870000,260,26.100000,1282.000000,-0.013500,0.637100,
11062,15282.500000,213.310000,183.800000,260,26.500000,1280.000000,-0.013460,0.636470,
11038,15295.700000,213.230000,183.750000,260,26.900000,1278.000000,-0.013430,0.635650,
11013,15310.300000,213.140000,183.680000,260,27.200000,1276.000000,-0.013510,0.634730,
