z[m]	p[mb]	tls[K/s]	q[kg/kg/s]	u[m/s]	v[m/s]	w[m/s]
4085.389527 -999.000000 4.067e-06 3.962e-08 -7.935710 2.043570 0.005214
4415.142107 -999.000000 9.633e-06 2.967e-08 -7.251900 1.897030 0.004145
4756.566487 -999.000000 1.247e-05 1.522e-08 -6.683830 1.786830 0.001222
5110.780812 -999.000000 1.369e-05 3.399e-09 -6.323080 1.763390 -0.003097
5478.912596 -999.000000 1.600e-05 2.373e-09 -6.754350 2.085950 -0.007829
5862.398561 -999.000000 1.696e-05 7.121e-10 -7.223100 2.381610 -0.012070
6262.566112 -999.000000 1.173e-05 -8.666e-09 -7.145190 2.278680 -0.015221
6680.745779 -999.000000 4.267e-06 -1.368e-08 -6.508310 1.963320 -0.017194
7118.574174 -999.000000 -1.982e-06 -6.203e-09 -4.531450 1.302990 -0.018356
7577.897173 -999.000000 -4.233e-06 -2.440e-09 -2.441760 0.636169 -0.018962
8060.758980 -999.000000 -4.533e-06 5.614e-10 -1.209990 0.251917 -0.018831
8569.923723 -999.000000 -3.677e-06 2.298e-09 -0.520629 0.352086 -0.016965
9108.152405 -999.000000 -2.352e-06 3.222e-09 -0.435917 1.420120 -0.012312
9679.541246 -999.000000 7.683e-07 4.673e-09 -0.649954 2.804970 -0.006087
10288.697123 -999.000000 1.041e-05 3.524e-09 -0.985463 4.035180 -0.002133
10941.757336 -999.000000 2.207e-05 2.135e-09 -1.492470 5.411830 -0.003153
11646.605114 -999.000000 2.076e-05 1.419e-09 -1.728650 6.794630 -0.007049
12413.986197 -999.000000 4.599e-06 2.419e-10 -0.406434 7.630100 -0.008196
13258.327143 -999.000000 -3.040e-06 5.351e-10 2.307410 7.576760 -0.002840
14201.124117 -999.000000 2.214e-06 1.858e-10 4.201040 7.204350 0.004145
15276.151007 -999.000000 4.497e-06 -1.337e-11 2.309240 4.932930 0.003650
16556.685297 -999.000000 3.837e-07 -5.347e-12 1.597000 4.806500 0.000001
18191.230897 -999.000000 -0.000e+00 -0.000e+00 0.933283 4.548290 0.000001
 279.583333,	40.000000,	1010.000000,	day,	nlevels,	pres0
90.224652 -999.000000 2.195e-06 2.357e-09 -0.733999 0.592533 0.000000
100.224652 -999.000000 2.195e-06 2.357e-09 -0.733999 0.592533 0.000000
110.224652 -999.000000 2.195e-06 2.357e-09 -0.733999 0.592533 0.001868
334.565596 -999.000000 2.117e-06 1.859e-09 -1.117280 0.641712 0.004224
562.998074 -999.000000 3.031e-06 1.420e-09 -1.669720 0.631290 0.006318
795.934362 -999.000000 1.654e-06 8.047e-09 -3.515340 0.310582 0.006989
1033.883558 -999.000000 -7.676e-06 2.697e-08 -6.206080 -0.165143 0.006125
1277.261063 -999.000000 -1.555e-05 4.752e-08 -8.052490 -0.281155 0.004302
1526.263645 -999.000000 -2.506e-05 6.843e-08 -9.503070 -0.524355 0.001935
1781.100567 -999.000000 -3.324e-05 8.146e-08 -10.376500 -0.988041 -0.000571
2042.287172 -999.000000 -3.827e-05 7.887e-08 -10.797900 -1.481630 -0.002789
2310.123300 -999.000000 -4.723e-05 9.464e-08 -11.051200 -1.648890 -0.004326
2585.021226 -999.000000 -4.989e-05 9.075e-08 -10.982800 -1.298090 -0.004809
2867.693065 -999.000000 -4.126e-05 7.977e-08 -10.416200 -0.425521 -0.004091
3158.763479 -999.000000 -3.293e-05 7.812e-08 -9.791100 0.498950 -0.002325
3458.632250 -999.000000 -1.735e-05 5.620e-08 -9.144760 1.395680 0.000111
3767.917794 -999.000000 -3.983e-06 4.056e-08 -8.489350 2.146350 0.002479
4087.026141 -999.000000 3.325e-06 3.686e-08 -7.797430 2.061000 0.003727
4416.884912 -999.000000 8.362e-06 2.854e-08 -7.120570 1.856010 0.003213
4758.303046 -999.000000 1.122e-05 1.736e-08 -6.549680 1.763060 0.000906
5112.520494 -999.000000 1.266e-05 7.736e-09 -6.198780 1.772540 -0.002730
5480.655402 -999.000000 1.518e-05 5.043e-09 -6.702550 2.126360 -0.006774
5864.238189 -999.000000 1.626e-05 1.924e-09 -7.258450 2.461120 -0.010365
6264.611879 -999.000000 1.147e-05 -7.828e-09 -7.267710 2.426450 -0.012901
6682.791545 -999.000000 4.694e-06 -1.337e-08 -6.700280 2.172930 -0.014303
7120.623064 -999.000000 -1.102e-06 -6.803e-09 -4.735370 1.530250 -0.014936
7580.046008 -999.000000 -3.618e-06 -3.184e-09 -2.623310 0.860370 -0.015002
8063.009323 -999.000000 -4.440e-06 3.728e-10 -1.316700 0.453805 -0.014257
8572.175628 -999.000000 -3.875e-06 2.301e-09 -0.557309 0.516201 -0.011806
9110.402749 -999.000000 -2.647e-06 3.269e-09 -0.458513 1.519990 -0.006803
9681.794712 -999.000000 2.715e-07 4.745e-09 -0.694871 2.846020 -0.000581
10290.949028 -999.000000 9.561e-06 3.541e-09 -1.086940 4.052520 0.003083
10943.804664 -999.000000 2.016e-05 1.924e-09 -1.687110 5.455360 0.001653
11648.652442 -999.000000 1.796e-05 1.819e-09 -2.093790 6.899860 -0.002620
12415.930456 -999.000000 1.403e-06 2.382e-10 -0.986815 7.715710 -0.004042
13260.269840 -999.000000 -7.079e-06 4.802e-10 1.615180 7.534170 0.000766
14202.865361 -999.000000 -1.125e-06 1.487e-10 3.560260 7.054770 0.006408
15277.686113 -999.000000 6.167e-06 -1.113e-11 1.982060 4.668430 0.004355
16558.017388 -999.000000 2.357e-06 -3.687e-12 1.585100 4.478210 -0.000000
18192.253780 -999.000000 -0.000e+00 -0.000e+00 1.088450 4.192400 -0.000000
 279.604167,	40.000000,	1010.000000,	day,	nlevels,	pres0
86.439203 -999.000000 2.667e-06 1.518e-09 -0.955965 0.304274 0.000000
96.439203 -999.000000 2.667e-06 1.518e-09 -0.955965 0.304274 0.000000
106.439203 -999.000000 2.667e-06 1.518e-09 -0.955965 0.304274 0.001435
331.086232 -999.000000 3.497e-06 7.283e-10 -1.356480 0.329618 0.003315
559.721724 -999.000000 4.476e-06 1.422e-10 -1.835040 0.339715 0.005133
792.864150 -999.000000 4.260e-06 3.321e-09 -3.207650 0.159381 0.005919
1030.919539 -999.000000 -1.290e-06 1.667e-08 -5.781480 -0.214614 0.005253
1274.290798 -999.000000 -1.099e-05 3.632e-08 -7.809220 -0.392116 0.003400
1523.399572 -999.000000 -1.858e-05 5.404e-08 -9.233440 -0.613515 0.000807
1778.542578 -999.000000 -2.660e-05 7.012e-08 -10.099000 -0.999564 -0.002009
2039.726060 -999.000000 -3.351e-05 7.413e-08 -10.565900 -1.417220 -0.004522
2307.459118 -999.000000 -4.072e-05 8.398e-08 -10.854900 -1.535140 -0.006259
2582.460114 -999.000000 -4.251e-05 8.016e-08 -10.802800 -1.177370 -0.006788
2865.135076 -999.000000 -4.053e-05 7.488e-08 -10.243600 -0.331927 -0.005931
3156.202366 -999.000000 -3.957e-05 7.697e-08 -9.624840 0.558002 -0.003856
3456.074261 -999.000000 -2.683e-05 5.565e-08 -8.987320 1.387620 -0.001032
3765.256736 -999.000000 -1.471e-05 4.072e-08 -8.339070 2.070670 0.001758
4084.571221 -999.000000 -3.991e-06 3.677e-08 -7.650230 1.951630 0.003464
4414.426869 -999.000000 3.952e-06 2.828e-08 -6.977620 1.727160 0.003500
4755.848126 -999.000000 7.074e-06 2.010e-08 -6.422200 1.665540 0.001911
5110.268590 -999.000000 8.326e-06 1.265e-08 -6.099560 1.712320 -0.000920
5478.603389 -999.000000 1.007e-05 7.779e-09 -6.677280 2.082630 -0.004300
5862.295492 -999.000000 1.081e-05 2.876e-09 -7.303800 2.437950 -0.007496
6262.666058 -999.000000 7.455e-06 -6.658e-09 -7.332220 2.455640 -0.009901
6681.154932 -999.000000 2.361e-06 -1.198e-08 -6.770490 2.253520 -0.011338
7119.292535 -999.000000 -1.869e-06 -6.431e-09 -4.812000 1.631900 -0.012082
7578.818549 -999.000000 -3.648e-06 -3.067e-09 -2.715480 0.975083 -0.012265
8061.984878 -999.000000 -4.324e-06 3.423e-10 -1.446890 0.586190 -0.011585
8571.254252 -999.000000 -3.796e-06 2.204e-09 -0.706754 0.650274 -0.009245
9109.789019 -999.000000 -2.510e-06 3.244e-09 -0.558854 1.609110 -0.004551
9681.280928 -999.000000 4.373e-07 4.748e-09 -0.775929 2.898600 0.001085
10290.436805 -999.000000 9.372e-06 3.657e-09 -1.276400 4.127870 0.004015
10943.703157 -999.000000 1.877e-05 2.046e-09 -1.994100 5.548290 0.001872
11648.755511 -999.000000 1.571e-05 2.065e-09 -2.484020 6.963880 -0.002926
12416.133471 -999.000000 1.812e-07 2.800e-10 -1.478570 7.708080 -0.004523
13260.680555 -999.000000 -7.160e-06 4.185e-10 1.077170 7.419110 0.000194
14203.068376 -999.000000 -1.185e-06 7.264e-11 3.128920 6.830290 0.005666
15277.789182 -999.000000 8.232e-06 -8.543e-12 1.868110 4.386840 0.003920
16557.914319 -999.000000 4.371e-06 -2.785e-12 1.770600 4.183490 -0.000000
18191.641612 -999.000000 -0.000e+00 -0.000e+00 1.415390 3.893940 -0.000000
 279.625000,	40.000000,	1010.000000,	day,	nlevels,	pres0
82.753700 -999.000000 2.335e-06 4.728e-10 -1.178480 0.015022 0.000000
92.753700 -999.000000 2.335e-06 4.728e-10 -1.178480 0.015022 0.000000
102.753700 -999.000000 2.335e-06 4.728e-10 -1.178480 0.015022 0.001387
327.503798 -999.000000 4.168e-06 -6.152e-10 -1.596250 0.017611 0.003257
556.548444 -999.000000 5.547e-06 -1.248e-09 -2.001280 0.048588 0.005279
789.790816 -999.000000 7.569e-06 -1.617e-09 -2.903240 0.007926 0.006624
1027.949274 -999.000000 4.678e-06 1.082e-08 -5.361850 -0.262601 0.006532
1271.526670 -999.000000 -5.685e-06 2.824e-08 -7.572800 -0.501131 0.004952
1520.738514 -999.000000 -1.096e-05 4.332e-08 -8.971960 -0.701291 0.002376
1775.778450 -999.000000 -1.839e-05 6.224e-08 -9.830880 -1.010170 -0.000584
2037.168071 -999.000000 -2.707e-05 7.270e-08 -10.342600 -1.353260 -0.003311
2305.004198 -999.000000 -3.275e-05 7.679e-08 -10.668400 -1.423490 -0.005240
2580.002071 -999.000000 -3.378e-05 7.259e-08 -10.632100 -1.057930 -0.005898
2862.577087 -999.000000 -3.775e-05 7.230e-08 -10.082200 -0.234271 -0.005085
3153.544432 -999.000000 -4.348e-05 7.789e-08 -9.472100 0.625714 -0.002975
3453.410080 -999.000000 -3.388e-05 5.734e-08 -8.841980 1.390030 -0.000077
3762.695624 -999.000000 -2.354e-05 4.357e-08 -8.199860 2.007350 0.002798
4081.910163 -999.000000 -9.837e-06 3.840e-08 -7.512110 1.850230 0.004625
4411.868880 -999.000000 7.737e-07 2.895e-08 -6.842010 1.602980 0.004863
4753.493152 -999.000000 3.972e-06 2.315e-08 -6.300330 1.572050 0.003602
5107.810546 -999.000000 4.880e-06 1.750e-08 -6.004410 1.655460 0.001148
5476.351484 -999.000000 5.925e-06 1.074e-08 -6.655110 2.041580 -0.002030
5860.249725 -999.000000 6.437e-06 4.172e-09 -7.351160 2.416720 -0.005312
6260.823306 -999.000000 4.499e-06 -5.264e-09 -7.396560 2.486980 -0.008043
6679.518319 -999.000000 9.267e-07 -1.048e-08 -6.838620 2.336450 -0.009936
7117.858936 -999.000000 -2.170e-06 -5.945e-09 -4.886340 1.734280 -0.011142
7577.587965 -999.000000 -3.489e-06 -2.885e-09 -2.805120 1.089310 -0.011716
8060.961995 -999.000000 -4.106e-06 3.538e-10 -1.575690 0.719031 -0.011364
8570.434384 -999.000000 -3.651e-06 2.160e-09 -0.855647 0.785391 -0.009385
9109.176850 -999.000000 -2.261e-06 3.280e-09 -0.658999 1.699760 -0.005227
9680.771829 -999.000000 8.200e-07 4.822e-09 -0.857570 2.952950 -0.000353
10290.129159 -999.000000 9.539e-06 3.850e-09 -1.466610 4.204980 0.001726
10943.497018 -999.000000 1.796e-05 2.227e-09 -2.302390 5.642810 -0.001148
11648.755511 -999.000000 1.434e-05 2.357e-09 -2.875980 7.028720 -0.006342
12416.441117 -999.000000 9.238e-08 3.532e-10 -1.970540 7.700380 -0.007738
13260.986639 -999.000000 -6.102e-06 3.460e-10 0.540080 7.303560 -0.002360
14203.376022 -999.000000 -2.263e-07 6.520e-12 2.698540 6.605640 0.003941
15277.995321 -999.000000 1.028e-05 -5.742e-12 1.754530 4.105330 0.003244
16557.914319 -999.000000 6.158e-06 -2.607e-12 1.956120 3.888780 0.000001
18190.924813 -999.000000 -0.000e+00 -0.000e+00 1.742320 3.595490 0.000001
 279.645833,	40.000000,	1010.000000,	day,	nlevels,	pres0
78.762112 -999.000000 -2.420e-06 1.033e-09 -1.249920 -0.218942 0.000000
88.762112 -999.000000 -2.420e-06 1.033e-09 -1.249920 -0.218942 0.000000
98.762112 -999.000000 -2.420e-06 1.033e-09 -1.249920 -0.218942 0.002185
323.818295 -999.000000 -1.332e-07 -5.310e-10 -1.721650 -0.242388 0.005076
553.072202 -999.000000 2.029e-06 1.204e-10 -2.110450 -0.209539 0.008229
786.720604 -999.000000 4.879e-06 6.195e-10 -2.873390 -0.208450 0.010875
1024.982131 -999.000000 5.243e-06 3.207e-09 -4.880310 -0.316902 0.012379
1268.662597 -999.000000 8.928e-07 1.696e-08 -7.089200 -0.507578 0.012363
1517.974387 -999.000000 -4.003e-06 3.235e-08 -8.554750 -0.696497 0.011109
1773.223585 -999.000000 -6.450e-06 4.217e-08 -9.425800 -0.924271 0.009184
2034.610082 -999.000000 -9.332e-06 5.110e-08 -10.015300 -1.163550 0.007112
2302.649224 -999.000000 -1.113e-05 5.355e-08 -10.423700 -1.151580 0.005438
2577.650220 -999.000000 -1.439e-05 5.583e-08 -10.489100 -0.781124 0.004767
2860.428252 -999.000000 -2.501e-05 6.254e-08 -10.031400 -0.050377 0.005442
3151.392473 -999.000000 -3.640e-05 7.328e-08 -9.494690 0.705925 0.007373
3451.264367 -999.000000 -3.310e-05 5.631e-08 -8.810060 1.371350 0.010106
3760.546788 -999.000000 -2.737e-05 4.472e-08 -8.103570 1.903330 0.012926
4079.864396 -999.000000 -1.246e-05 3.900e-08 -7.389940 1.724730 0.014931
4409.923060 -999.000000 -1.718e-07 3.020e-08 -6.710460 1.481410 0.015642
4751.653524 -999.000000 3.464e-06 2.443e-08 -6.207540 1.517240 0.015106
5106.277002 -999.000000 4.334e-06 1.902e-08 -5.957540 1.664670 0.013442
5475.024078 -999.000000 3.806e-06 1.249e-08 -6.643130 2.052700 0.010837
5859.225280 -999.000000 2.946e-06 6.008e-09 -7.347140 2.416640 0.007753
6260.108069 -999.000000 1.392e-06 -2.948e-09 -7.308650 2.482950 0.004897
6679.006096 -999.000000 -1.164e-06 -7.736e-09 -6.664270 2.335680 0.002638
7117.652798 -999.000000 -2.486e-06 -4.457e-09 -4.698530 1.753960 0.000906
7577.797227 -999.000000 -2.736e-06 -2.020e-09 -2.647600 1.144220 -0.000316
8061.475779 -999.000000 -3.044e-06 6.549e-10 -1.511950 0.834952 -0.000769
8571.151183 -999.000000 -2.416e-06 2.300e-09 -0.861456 0.943652 0.000204
9110.096665 -999.000000 -4.405e-07 3.302e-09 -0.620393 1.833870 0.003086
9681.997727 -999.000000 3.149e-06 4.718e-09 -0.790788 3.071970 0.006419
10291.562758 -999.000000 1.088e-05 4.328e-09 -1.505460 4.387650 0.006784
10945.135193 -999.000000 1.762e-05 3.113e-09 -2.442650 5.826590 0.002125
11650.799716 -999.000000 1.346e-05 2.863e-09 -3.051610 7.126670 -0.004768
12418.693021 -999.000000 5.366e-07 5.767e-10 -2.172570 7.717110 -0.007512
13263.544628 -999.000000 -4.284e-06 3.624e-10 0.328889 7.245940 -0.003026
14206.140149 -999.000000 1.906e-06 -2.012e-11 2.606530 6.469410 0.003001
15280.962463 -999.000000 1.315e-05 -9.634e-13 1.908610 4.059460 0.002782
16560.883023 -999.000000 8.304e-06 -1.247e-12 2.276470 3.895990 -0.000000
18193.381294 -999.000000 -0.000e+00 -0.000e+00 2.153010 3.630440 -0.000000
 279.666667,	40.000000,	1010.000000,	day,	nlevels,	pres0
74.770525 -999.000000 -1.186e-05 2.863e-09 -1.324590 -0.456047 0.000000
84.770525 -999.000000 -1.186e-05 2.863e-09 -1.324590 -0.456047 0.000000
94.770525 -999.000000 -1.186e-05 2.863e-09 -1.324590 -0.456047 0.002256
320.135915 -999.000000 -1.058e-05 5.185e-10 -1.847330 -0.507853 0.005315
549.592838 -999.000000 -7.085e-06 2.618e-09 -2.217700 -0.472479 0.008702
783.450501 -999.000000 -1.795e-06 2.245e-09 -2.839120 -0.427550 0.011850
1022.011866 -999.000000 2.717e-06 -7.855e-09 -4.389780 -0.377299 0.014343
1265.898470 -999.000000 1.703e-06 3.032e-10 -6.590790 -0.520656 0.015601
1515.313329 -999.000000 -4.879e-06 1.341e-08 -8.119100 -0.696738 0.015688
1770.665596 -999.000000 -3.761e-06 1.492e-08 -8.998610 -0.842549 0.015096
2032.152039 -999.000000 -1.312e-06 2.273e-08 -9.661620 -0.975212 0.014247
2300.294250 -999.000000 1.050e-06 2.466e-08 -10.150200 -0.880326 0.013674
2575.501384 -999.000000 -3.826e-06 3.365e-08 -10.314500 -0.508704 0.014122
2858.176347 -999.000000 -2.049e-05 4.590e-08 -9.943330 0.116605 0.016140
3149.243637 -999.000000 -3.707e-05 6.022e-08 -9.473330 0.757898 0.019651
3449.012462 -999.000000 -3.996e-05 4.669e-08 -8.742160 1.320390 0.024185
3758.298006 -999.000000 -3.892e-05 3.674e-08 -7.975820 1.762110 0.029033
4077.815506 -999.000000 -2.142e-05 3.354e-08 -7.240020 1.577390 0.033318
4407.877293 -999.000000 -5.933e-06 2.729e-08 -6.554290 1.350320 0.036692
4749.913842 -999.000000 -7.124e-07 2.323e-08 -6.093560 1.455370 0.039106
5104.743458 -999.000000 5.517e-07 1.911e-08 -5.893640 1.669230 0.040528
5473.590480 -999.000000 -2.603e-06 1.318e-08 -6.621740 2.060550 0.040841
5858.097766 -999.000000 -5.781e-06 6.880e-09 -7.340820 2.415120 0.040209
6259.289762 -999.000000 -6.483e-06 -1.498e-09 -7.222670 2.474990 0.039299
6678.493874 -999.000000 -6.799e-06 -5.802e-09 -6.495220 2.329370 0.038470
7117.346714 -999.000000 -4.260e-06 -3.544e-09 -4.517100 1.771900 0.037642
7577.794104 -999.000000 -2.357e-06 -1.454e-09 -2.497530 1.200000 0.036839
8061.883371 -999.000000 -2.176e-06 8.289e-10 -1.452040 0.948917 0.036423
8571.866420 -999.000000 -1.547e-06 2.368e-09 -0.868447 1.098080 0.037076
9111.119548 -999.000000 6.310e-07 3.184e-09 -0.580899 1.962650 0.039082
9683.123680 -999.000000 4.177e-06 4.383e-09 -0.720036 3.184470 0.040935
10292.996356 -999.000000 9.918e-06 4.722e-09 -1.540010 4.562470 0.039138
10946.874876 -999.000000 1.323e-05 4.001e-09 -2.579130 6.003010 0.031492
11652.847044 -999.000000 6.954e-06 3.395e-09 -3.222100 7.220880 0.020576
12421.047995 -999.000000 -4.633e-06 6.920e-10 -2.374510 7.733050 0.012572
13266.208810 -999.000000 -7.608e-06 3.033e-10 0.112867 7.188050 0.010013
14208.801207 -999.000000 -1.012e-06 -3.079e-11 2.508090 6.331540 0.008535
15283.726590 -999.000000 1.488e-05 1.588e-12 2.062100 4.011450 0.003829
16563.748657 -999.000000 1.020e-05 -2.123e-12 2.596800 3.903140 0.000001
18195.734706 -999.000000 -0.000e+00 -0.000e+00 2.563700 3.665390 0.000001
 279.687500,	40.000000,	1010.000000,	day,	nlevels,	pres0
67.399519 -999.000000 -1.645e-05 6.977e-09 -1.248370 -0.435964 0.000000
77.399519 -999.000000 -1.645e-05 6.977e-09 -1.248370 -0.435964 0.000000
87.399519 -999.000000 -1.645e-05 6.977e-09 -1.248370 -0.435964 0.002061
312.455701 -999.000000 -1.868e-05 7.402e-09 -1.801110 -0.484717 0.005043
541.915747 -999.000000 -1.548e-05 5.462e-09 -2.197220 -0.449940 0.008571
775.876480 -999.000000 -6.659e-06 1.585e-10 -2.770980 -0.410619 0.012052
1014.540914 -999.000000 -6.000e-07 -1.342e-08 -4.121150 -0.341617 0.015051
1258.427518 -999.000000 -5.469e-07 -9.195e-09 -6.188320 -0.352763 0.016948
1507.945446 -999.000000 -6.493e-06 4.795e-09 -7.823420 -0.506526 0.017576
1763.294589 -999.000000 -7.171e-06 6.943e-09 -8.746300 -0.641358 0.017365
2024.990294 -999.000000 -3.651e-06 1.122e-08 -9.426550 -0.748562 0.016751
2293.338644 -999.000000 -1.779e-06 1.502e-08 -9.955010 -0.678221 0.016320
2568.745670 -999.000000 -5.055e-06 2.345e-08 -10.200400 -0.371224 0.016854
2851.729840 -999.000000 -1.817e-05 3.111e-08 -9.931580 0.172821 0.018925
3142.797130 -999.000000 -3.212e-05 4.030e-08 -9.551720 0.731305 0.022616
3442.768970 -999.000000 -3.983e-05 3.229e-08 -8.812980 1.212810 0.027598
3752.260653 -999.000000 -4.300e-05 2.530e-08 -8.019580 1.586170 0.033295
4071.675083 -999.000000 -2.522e-05 2.550e-08 -7.228180 1.413990 0.039000
4401.939885 -999.000000 -8.328e-06 2.264e-08 -6.496400 1.213150 0.044215
4744.079503 -999.000000 -3.381e-06 2.091e-08 -6.062490 1.346160 0.048765
5099.215204 -999.000000 -3.006e-06 1.873e-08 -5.884630 1.580630 0.052379
5468.474502 -999.000000 -8.456e-06 1.411e-08 -6.551010 1.956950 0.054765
5852.981788 -999.000000 -1.374e-05 9.003e-09 -7.194420 2.290890 0.056237
6254.376799 -999.000000 -1.400e-05 4.743e-10 -7.021660 2.337930 0.057470
6673.683980 -999.000000 -1.265e-05 -4.122e-09 -6.266750 2.197450 0.058930
7112.842904 -999.000000 -7.398e-06 -2.436e-09 -4.331240 1.696180 0.060273
7573.393363 -999.000000 -3.371e-06 -9.963e-10 -2.372990 1.188090 0.061369
8057.688768 -999.000000 -2.216e-06 8.257e-10 -1.379080 0.978269 0.062307
8567.874833 -999.000000 -1.336e-06 2.071e-09 -0.826449 1.144500 0.063781
9107.232591 -999.000000 6.508e-07 2.747e-09 -0.525005 1.983280 0.066218
9679.441300 -999.000000 3.973e-06 3.966e-09 -0.652929 3.194820 0.068020
10289.415484 -999.000000 8.656e-06 4.701e-09 -1.508420 4.634460 0.065362
10943.498580 -999.000000 1.071e-05 4.434e-09 -2.599710 6.075250 0.055787
11649.878340 -999.000000 4.461e-06 3.294e-09 -3.277930 7.183870 0.041785
12418.486883 -999.000000 -4.937e-06 4.862e-10 -2.460020 7.591310 0.029485
13263.853836 -999.000000 -5.421e-06 9.877e-11 -0.008413 7.035810 0.021220
14206.855387 -999.000000 1.692e-06 -4.345e-11 2.471290 6.220840 0.013665
15281.779208 -999.000000 1.546e-05 1.045e-12 2.287030 4.103840 0.004997
16561.498314 -999.000000 1.076e-05 -3.125e-12 2.954180 4.056040 -0.000002
18192.666057 -999.000000 -0.000e+00 -0.000e+00 2.938840 3.857990 -0.000002
 279.708333,	40.000000,	1010.000000,	day,	nlevels,	pres0
60.237775 -999.000000 -2.080e-05 1.144e-08 -1.175390 -0.411042 0.000000
70.237775 -999.000000 -2.080e-05 1.144e-08 -1.175390 -0.411042 0.000000
80.237775 -999.000000 -2.080e-05 1.144e-08 -1.175390 -0.411042 0.002303
304.575596 -999.000000 -2.607e-05 1.429e-08 -1.761460 -0.455364 0.005751
534.238657 -999.000000 -2.325e-05 9.950e-09 -2.183480 -0.420026 0.009974
768.199389 -999.000000 -9.808e-06 -9.721e-10 -2.708880 -0.386212 0.014319
1007.069962 -999.000000 -1.359e-06 -1.708e-08 -3.857030 -0.293062 0.018220
1250.956566 -999.000000 8.959e-07 -1.280e-08 -5.794070 -0.172626 0.020943
1500.577563 -999.000000 -3.280e-06 2.781e-09 -7.538830 -0.307859 0.022068
1756.129722 -999.000000 -4.992e-06 5.814e-09 -8.505960 -0.432069 0.021956
2017.928495 -999.000000 6.170e-09 6.954e-09 -9.205450 -0.515299 0.021133
2286.376791 -999.000000 1.290e-06 1.275e-08 -9.776400 -0.469308 0.020213
2561.993078 -999.000000 -1.141e-06 2.018e-08 -10.106400 -0.225640 0.019981
2845.177140 -999.000000 -1.158e-05 2.286e-08 -9.942490 0.243543 0.021051
3136.450569 -999.000000 -2.347e-05 2.705e-08 -9.655490 0.725367 0.023633
3436.525478 -999.000000 -3.490e-05 2.341e-08 -8.903100 1.125840 0.027655
3746.117106 -999.000000 -4.134e-05 1.915e-08 -8.078940 1.431770 0.032730
4065.637730 -999.000000 -2.405e-05 2.123e-08 -7.231530 1.262030 0.038272
4396.108670 -999.000000 -6.749e-06 2.067e-08 -6.453740 1.078920 0.043725
4738.451302 -999.000000 -2.813e-06 2.023e-08 -6.044910 1.238150 0.048708
5093.690072 -999.000000 -3.612e-06 1.940e-08 -5.886390 1.491630 0.052819
5463.149262 -999.000000 -1.073e-05 1.610e-08 -6.486290 1.852460 0.055644
5847.968879 -999.000000 -1.758e-05 1.214e-08 -7.049580 2.164940 0.057496
6249.360767 -999.000000 -1.765e-05 3.295e-09 -6.819570 2.201360 0.059413
6668.974032 -999.000000 -1.550e-05 -1.793e-09 -6.035300 2.067600 0.061789
7108.236026 -999.000000 -9.270e-06 -8.777e-10 -4.141610 1.620740 0.064294
7569.095692 -999.000000 -4.132e-06 -3.470e-10 -2.243970 1.175330 0.066421
8053.389535 -999.000000 -2.050e-06 8.218e-10 -1.304310 1.009030 0.068113
8563.886369 -999.000000 -8.104e-07 1.717e-09 -0.784533 1.193720 0.069873
9103.340950 -999.000000 1.180e-06 2.358e-09 -0.470431 2.007780 0.072432
9675.652728 -999.000000 4.730e-06 3.696e-09 -0.588903 3.210000 0.074165
10285.831488 -999.000000 9.284e-06 4.759e-09 -1.479860 4.712370 0.071005
10940.326861 -999.000000 1.150e-05 4.867e-09 -2.622430 6.153390 0.060391
11646.912760 -999.000000 6.365e-06 3.179e-09 -3.336340 7.150100 0.045103
12415.928894 -999.000000 -1.102e-06 3.181e-10 -2.544870 7.450990 0.031485
13261.600369 -999.000000 2.815e-07 -7.688e-11 -0.126287 6.884890 0.022143
14204.706551 -999.000000 7.872e-06 -7.335e-11 2.438560 6.112400 0.013946
15279.733441 -999.000000 1.660e-05 2.118e-12 2.511970 4.197970 0.005040
16559.244848 -999.000000 1.118e-05 -1.495e-12 3.311560 4.209000 -0.000001
18189.695791 -999.000000 -0.000e+00 -0.000e+00 3.313980 4.050600 -0.000001
 279.729167,	40.000000,	1010.000000,	day,	nlevels,	pres0
55.837034 -999.000000 -1.926e-05 1.068e-08 -1.162260 -0.409359 0.000000
65.837034 -999.000000 -1.926e-05 1.068e-08 -1.162260 -0.409359 0.000000
75.837034 -999.000000 -1.926e-05 1.068e-08 -1.162260 -0.409359 0.002380
300.177979 -999.000000 -2.547e-05 1.513e-08 -1.722170 -0.452006 0.006041
529.837917 -999.000000 -2.330e-05 8.498e-09 -2.140340 -0.444542 0.010713
763.898595 -999.000000 -9.636e-06 -8.235e-09 -2.665080 -0.446331 0.015723
1002.875359 -999.000000 1.630e-06 -2.604e-08 -3.715320 -0.325089 0.020362
1246.861909 -999.000000 6.183e-06 -2.577e-08 -5.488060 -0.106374 0.023724
1496.482907 -999.000000 1.680e-06 -5.930e-09 -7.203550 -0.164864 0.025224
1752.138134 -999.000000 -2.654e-06 3.476e-09 -8.300250 -0.277279 0.025121
2014.039977 -999.000000 -4.177e-07 8.452e-09 -9.064010 -0.370322 0.024068
2282.797481 -999.000000 -6.519e-07 1.572e-08 -9.642010 -0.356011 0.022732
2558.510590 -999.000000 -4.257e-06 2.295e-08 -9.977610 -0.170366 0.022004
2841.800844 -999.000000 -1.277e-05 2.254e-08 -9.872940 0.228548 0.022533
